m1=9732.509, m2=47.644, gsp=2.399, rhosp=210.868
fGW[Hz],dPh[rad]
3.01138e-03,1.62582e+04
3.08820e-03,1.54267e+04
3.16699e-03,1.46375e+04
3.24779e-03,1.38885e+04
3.33065e-03,1.31775e+04
3.41562e-03,1.25028e+04
3.50276e-03,1.18624e+04
3.59212e-03,1.12546e+04
3.68376e-03,1.06778e+04
3.77775e-03,1.01303e+04
3.87412e-03,9.61071e+03
3.97296e-03,9.11759e+03
4.07432e-03,8.64959e+03
4.17827e-03,8.20544e+03
4.28486e-03,7.78393e+03
4.39418e-03,7.38390e+03
4.50629e-03,7.00427e+03
4.62125e-03,6.64399e+03
4.73915e-03,6.30208e+03
4.86006e-03,5.97762e+03
4.98405e-03,5.66970e+03
5.11120e-03,5.37751e+03
5.24160e-03,5.10022e+03
5.37533e-03,4.83709e+03
5.51246e-03,4.58740e+03
5.65310e-03,4.35045e+03
5.79732e-03,4.12562e+03
5.94522e-03,3.91227e+03
6.09690e-03,3.70983e+03
6.25245e-03,3.51774e+03
6.41196e-03,3.33547e+03
6.57554e-03,3.16253e+03
6.74330e-03,2.99843e+03
6.91534e-03,2.84274e+03
7.09176e-03,2.69502e+03
7.27269e-03,2.55486e+03
7.45823e-03,2.42189e+03
7.64851e-03,2.29574e+03
7.84364e-03,2.17605e+03
8.04375e-03,2.06251e+03
8.24896e-03,1.95479e+03
8.45941e-03,1.85260e+03
8.67523e-03,1.75566e+03
8.89656e-03,1.66370e+03
9.12353e-03,1.57647e+03
9.35629e-03,1.49373e+03
9.59499e-03,1.41525e+03
9.83978e-03,1.34080e+03
1.00908e-02,1.27020e+03
1.03483e-02,1.20323e+03
1.06123e-02,1.13972e+03
1.08830e-02,1.07948e+03
1.11607e-02,1.02236e+03
1.14454e-02,9.68185e+02
1.17374e-02,9.16814e+02
1.20368e-02,8.68101e+02
1.23439e-02,8.21911e+02
1.26588e-02,7.78115e+02
1.29818e-02,7.36591e+02
1.33130e-02,6.97221e+02
1.36526e-02,6.59897e+02
1.40009e-02,6.24514e+02
1.43581e-02,5.90972e+02
1.47245e-02,5.59177e+02
1.51001e-02,5.29039e+02
1.54853e-02,5.00475e+02
1.58804e-02,4.73403e+02
1.62856e-02,4.47747e+02
1.67010e-02,4.23434e+02
1.71271e-02,4.00395e+02
1.75641e-02,3.78565e+02
1.80122e-02,3.57882e+02
1.84717e-02,3.38287e+02
1.89430e-02,3.19725e+02
1.94262e-02,3.02141e+02
1.99218e-02,2.85486e+02
2.04301e-02,2.69712e+02
2.09513e-02,2.54773e+02
2.14858e-02,2.40627e+02
2.20340e-02,2.27232e+02
2.25961e-02,2.14551e+02
2.31726e-02,2.02545e+02
2.37638e-02,1.91180e+02
2.43700e-02,1.80424e+02
2.49918e-02,1.70244e+02
2.56294e-02,1.60610e+02
2.62832e-02,1.51495e+02
2.69538e-02,1.42871e+02
2.76414e-02,1.34713e+02
2.83466e-02,1.26997e+02
2.90698e-02,1.19699e+02
2.98115e-02,1.12799e+02
3.05720e-02,1.06274e+02
3.13520e-02,1.00106e+02
3.21518e-02,9.42758e+01
3.29721e-02,8.87659e+01
3.38133e-02,8.35593e+01
3.46760e-02,7.86402e+01
3.55606e-02,7.39935e+01
3.64679e-02,6.96048e+01
3.73982e-02,6.54605e+01
3.83523e-02,6.15477e+01
3.93308e-02,5.78541e+01
4.03342e-02,5.43682e+01
4.13632e-02,5.10789e+01
4.24185e-02,4.79757e+01
4.35007e-02,4.50488e+01
4.46105e-02,4.22886e+01
4.57486e-02,3.96863e+01
4.69158e-02,3.72333e+01
4.81127e-02,3.49217e+01
4.93402e-02,3.27439e+01
5.05989e-02,3.06925e+01
5.18898e-02,2.87607e+01
5.32137e-02,2.69420e+01
5.45713e-02,2.52302e+01
5.59635e-02,2.36196e+01
5.73912e-02,2.21044e+01
