m1=33493.506, m2=6.787, gsp=2.222, rhosp=1276.095
fGW[Hz],dPh[rad]
4.58880e-03,1.36363e+04
4.66679e-03,1.30074e+04
4.74611e-03,1.24055e+04
4.82677e-03,1.18297e+04
4.90881e-03,1.12789e+04
4.99224e-03,1.07520e+04
5.07709e-03,1.02481e+04
5.16338e-03,9.76621e+03
5.25114e-03,9.30551e+03
5.34039e-03,8.86511e+03
5.43115e-03,8.44417e+03
5.52346e-03,8.04191e+03
5.61734e-03,7.65754e+03
5.71281e-03,7.29034e+03
5.80991e-03,6.93960e+03
5.90866e-03,6.60462e+03
6.00908e-03,6.28476e+03
6.11121e-03,5.97939e+03
6.21508e-03,5.68789e+03
6.32071e-03,5.40968e+03
6.42814e-03,5.14421e+03
6.53739e-03,4.89093e+03
6.64850e-03,4.64932e+03
6.76150e-03,4.41889e+03
6.87642e-03,4.19917e+03
6.99330e-03,3.98968e+03
7.11216e-03,3.78999e+03
7.23304e-03,3.59967e+03
7.35597e-03,3.41832e+03
7.48099e-03,3.24554e+03
7.60814e-03,3.08097e+03
7.73745e-03,2.92424e+03
7.86896e-03,2.77500e+03
8.00270e-03,2.63292e+03
8.13871e-03,2.49769e+03
8.27704e-03,2.36900e+03
8.41772e-03,2.24655e+03
8.56079e-03,2.13006e+03
8.70629e-03,2.01927e+03
8.85426e-03,1.91392e+03
9.00475e-03,1.81375e+03
9.15780e-03,1.71854e+03
9.31345e-03,1.62805e+03
9.47174e-03,1.54206e+03
9.63272e-03,1.46037e+03
9.79644e-03,1.38278e+03
9.96294e-03,1.30910e+03
1.01323e-02,1.23913e+03
1.03045e-02,1.17271e+03
1.04796e-02,1.10968e+03
1.06577e-02,1.04986e+03
1.08389e-02,9.93102e+02
1.10231e-02,9.39265e+02
1.12104e-02,8.88206e+02
1.14010e-02,8.39790e+02
1.15948e-02,7.93889e+02
1.17918e-02,7.50380e+02
1.19922e-02,7.09147e+02
1.21961e-02,6.70077e+02
1.24033e-02,6.33064e+02
1.26142e-02,5.98006e+02
1.28285e-02,5.64806e+02
1.30466e-02,5.33370e+02
1.32683e-02,5.03611e+02
1.34938e-02,4.75444e+02
1.37232e-02,4.48788e+02
1.39564e-02,4.23568e+02
1.41936e-02,3.99708e+02
1.44349e-02,3.77141e+02
1.46802e-02,3.55800e+02
1.49297e-02,3.35621e+02
1.51835e-02,3.16544e+02
1.54415e-02,2.98513e+02
1.57040e-02,2.81472e+02
1.59709e-02,2.65370e+02
1.62423e-02,2.50158e+02
1.65184e-02,2.35788e+02
1.67991e-02,2.22217e+02
1.70846e-02,2.09401e+02
1.73750e-02,1.97301e+02
1.76703e-02,1.85878e+02
1.79707e-02,1.75096e+02
1.82761e-02,1.64921e+02
1.85867e-02,1.55319e+02
1.89026e-02,1.46260e+02
1.92239e-02,1.37715e+02
1.95506e-02,1.29654e+02
1.98829e-02,1.22053e+02
2.02208e-02,1.14885e+02
2.05645e-02,1.08127e+02
2.09140e-02,1.01756e+02
2.12695e-02,9.57508e+01
2.16310e-02,9.00912e+01
2.19986e-02,8.47578e+01
2.23725e-02,7.97326e+01
2.27528e-02,7.49982e+01
2.31395e-02,7.05384e+01
2.35328e-02,6.63376e+01
2.39327e-02,6.23815e+01
2.43395e-02,5.86560e+01
2.47532e-02,5.51481e+01
2.51739e-02,5.18456e+01
2.56018e-02,4.87366e+01
2.60369e-02,4.58102e+01
2.64794e-02,4.30559e+01
2.69295e-02,4.04639e+01
2.73872e-02,3.80248e+01
2.78526e-02,3.57298e+01
2.83260e-02,3.35707e+01
2.88075e-02,3.15395e+01
2.92971e-02,2.96289e+01
2.97950e-02,2.78319e+01
3.03014e-02,2.61418e+01
3.08164e-02,2.45525e+01
3.13402e-02,2.30580e+01
3.18729e-02,2.16528e+01
3.24146e-02,2.03317e+01
3.29655e-02,1.90898e+01
3.35258e-02,1.79223e+01
3.40956e-02,1.68249e+01
3.46751e-02,1.57936e+01
3.52644e-02,1.48243e+01
3.58638e-02,1.39134e+01
3.64733e-02,1.30574e+01
3.70932e-02,1.22532e+01
3.77237e-02,1.14975e+01
3.83648e-02,1.07876e+01
3.90169e-02,1.01206e+01
3.96800e-02,9.49415e+00
4.03544e-02,8.90566e+00
4.10403e-02,8.35291e+00
4.17379e-02,7.83377e+00
4.24472e-02,7.34621e+00
4.31687e-02,6.88834e+00
4.39024e-02,6.45837e+00
4.46486e-02,6.05463e+00
4.54074e-02,5.67553e+00
4.61792e-02,5.31959e+00
4.69640e-02,4.98541e+00
4.77622e-02,4.67167e+00
4.85740e-02,4.37714e+00
4.93996e-02,4.10065e+00
5.02392e-02,3.84111e+00
5.10931e-02,3.59750e+00
5.19615e-02,3.36883e+00
5.28446e-02,3.15422e+00
5.37428e-02,2.95279e+00
5.46562e-02,2.76375e+00
5.55851e-02,2.58634e+00
5.65299e-02,2.41985e+00
5.74906e-02,2.26362e+00
5.84678e-02,2.11702e+00
5.94615e-02,1.97946e+00
6.04721e-02,1.85038e+00
6.14999e-02,1.72927e+00
6.25452e-02,1.61565e+00
6.36082e-02,1.50904e+00
6.46893e-02,1.40902e+00
6.57888e-02,1.31519e+00
6.69069e-02,1.22716e+00
6.80441e-02,1.14458e+00
6.92006e-02,1.06712e+00
7.03767e-02,9.94452e-01
7.15729e-02,9.26288e-01
7.27893e-02,8.62350e-01
7.40265e-02,8.02377e-01
7.52846e-02,7.46125e-01
7.65642e-02,6.93364e-01
7.78655e-02,6.43879e-01
7.91889e-02,5.97466e-01
8.05348e-02,5.53937e-01
8.19036e-02,5.13113e-01
8.32956e-02,4.74827e-01
8.47114e-02,4.38921e-01
8.61511e-02,4.05248e-01
8.76154e-02,3.73671e-01
8.91045e-02,3.44058e-01
9.06189e-02,3.16289e-01
9.21591e-02,2.90249e-01
9.37255e-02,2.65831e-01
9.53184e-02,2.42934e-01
9.69385e-02,2.21464e-01
9.85861e-02,2.01332e-01
1.00262e-01,1.82455e-01
1.01966e-01,1.64755e-01
1.03699e-01,1.48159e-01
1.05461e-01,1.32598e-01
1.07254e-01,1.18009e-01
1.09077e-01,1.04329e-01
1.10930e-01,9.15038e-02
1.12816e-01,7.94791e-02
1.14733e-01,6.82052e-02
1.16683e-01,5.76354e-02
1.18666e-01,4.77258e-02
1.20683e-01,3.84354e-02
1.22735e-01,2.97254e-02
1.24821e-01,2.15598e-02
1.26942e-01,1.39046e-02
1.29100e-01,6.72795e-03
1.31294e-01,0.00000e+00
