m1=387914.607, m2=4.388, gsp=2.220, rhosp=3113.073
fGW[Hz],dPh[rad]
2.92931e-03,1.89063e+03
2.94930e-03,1.84166e+03
2.96942e-03,1.79396e+03
2.98968e-03,1.74748e+03
3.01008e-03,1.70219e+03
3.03062e-03,1.65807e+03
3.05130e-03,1.61509e+03
3.07211e-03,1.57321e+03
3.09308e-03,1.53241e+03
3.11418e-03,1.49266e+03
3.13543e-03,1.45393e+03
3.15682e-03,1.41620e+03
3.17836e-03,1.37943e+03
3.20004e-03,1.34362e+03
3.22188e-03,1.30872e+03
3.24386e-03,1.27473e+03
3.26599e-03,1.24160e+03
3.28828e-03,1.20933e+03
3.31071e-03,1.17789e+03
3.33330e-03,1.14726e+03
3.35604e-03,1.11742e+03
3.37894e-03,1.08835e+03
3.40199e-03,1.06002e+03
3.42520e-03,1.03243e+03
3.44857e-03,1.00554e+03
3.47210e-03,9.79351e+02
3.49579e-03,9.53832e+02
3.51964e-03,9.28970e+02
3.54366e-03,9.04749e+02
3.56784e-03,8.81151e+02
3.59218e-03,8.58161e+02
3.61669e-03,8.35763e+02
3.64136e-03,8.13942e+02
3.66621e-03,7.92683e+02
3.69122e-03,7.71971e+02
3.71641e-03,7.51793e+02
3.74176e-03,7.32135e+02
3.76729e-03,7.12983e+02
3.79300e-03,6.94325e+02
3.81888e-03,6.76147e+02
3.84493e-03,6.58437e+02
3.87117e-03,6.41184e+02
3.89758e-03,6.24376e+02
3.92417e-03,6.08000e+02
3.95095e-03,5.92047e+02
3.97790e-03,5.76504e+02
4.00504e-03,5.61362e+02
4.03237e-03,5.46611e+02
4.05988e-03,5.32239e+02
4.08758e-03,5.18238e+02
4.11547e-03,5.04598e+02
4.14355e-03,4.91309e+02
4.17182e-03,4.78363e+02
4.20028e-03,4.65751e+02
4.22894e-03,4.53464e+02
4.25780e-03,4.41493e+02
4.28685e-03,4.29831e+02
4.31609e-03,4.18470e+02
4.34554e-03,4.07402e+02
4.37519e-03,3.96619e+02
4.40504e-03,3.86114e+02
4.43510e-03,3.75880e+02
4.46536e-03,3.65910e+02
4.49582e-03,3.56197e+02
4.52650e-03,3.46734e+02
4.55738e-03,3.37515e+02
4.58848e-03,3.28535e+02
4.61978e-03,3.19785e+02
4.65130e-03,3.11262e+02
4.68304e-03,3.02958e+02
4.71499e-03,2.94868e+02
4.74716e-03,2.86988e+02
4.77955e-03,2.79310e+02
4.81216e-03,2.71830e+02
4.84499e-03,2.64544e+02
4.87805e-03,2.57445e+02
4.91133e-03,2.50529e+02
4.94484e-03,2.43792e+02
4.97858e-03,2.37229e+02
5.01255e-03,2.30835e+02
5.04675e-03,2.24606e+02
5.08118e-03,2.18537e+02
5.11585e-03,2.12626e+02
5.15075e-03,2.06866e+02
5.18590e-03,2.01256e+02
5.22128e-03,1.95790e+02
5.25690e-03,1.90465e+02
5.29277e-03,1.85277e+02
5.32888e-03,1.80224e+02
5.36524e-03,1.75301e+02
5.40185e-03,1.70505e+02
5.43870e-03,1.65832e+02
5.47581e-03,1.61280e+02
5.51317e-03,1.56846e+02
5.55079e-03,1.52526e+02
5.58866e-03,1.48318e+02
5.62679e-03,1.44218e+02
5.66518e-03,1.40224e+02
5.70383e-03,1.36333e+02
5.74275e-03,1.32543e+02
5.78193e-03,1.28850e+02
5.82138e-03,1.25253e+02
5.86110e-03,1.21749e+02
5.90109e-03,1.18335e+02
5.94135e-03,1.15009e+02
5.98189e-03,1.11769e+02
6.02270e-03,1.08613e+02
6.06379e-03,1.05538e+02
6.10517e-03,1.02542e+02
6.14682e-03,9.96242e+01
6.18876e-03,9.67814e+01
6.23099e-03,9.40120e+01
6.27350e-03,9.13142e+01
6.31630e-03,8.86859e+01
6.35940e-03,8.61256e+01
6.40279e-03,8.36313e+01
6.44647e-03,8.12014e+01
6.49046e-03,7.88343e+01
6.53474e-03,7.65283e+01
6.57932e-03,7.42819e+01
6.62421e-03,7.20934e+01
6.66941e-03,6.99615e+01
6.71491e-03,6.78846e+01
6.76073e-03,6.58614e+01
6.80686e-03,6.38904e+01
6.85330e-03,6.19703e+01
6.90006e-03,6.00998e+01
6.94714e-03,5.82776e+01
6.99454e-03,5.65024e+01
7.04226e-03,5.47731e+01
7.09031e-03,5.30885e+01
7.13868e-03,5.14473e+01
7.18739e-03,4.98486e+01
7.23643e-03,4.82911e+01
7.28580e-03,4.67739e+01
7.33551e-03,4.52959e+01
7.38556e-03,4.38560e+01
7.43595e-03,4.24533e+01
7.48669e-03,4.10869e+01
7.53777e-03,3.97558e+01
7.58920e-03,3.84590e+01
7.64098e-03,3.71957e+01
7.69311e-03,3.59651e+01
7.74560e-03,3.47662e+01
7.79845e-03,3.35984e+01
7.85165e-03,3.24607e+01
7.90522e-03,3.13523e+01
7.95916e-03,3.02726e+01
8.01346e-03,2.92208e+01
8.06814e-03,2.81962e+01
8.12319e-03,2.71981e+01
8.17861e-03,2.62257e+01
8.23441e-03,2.52784e+01
8.29059e-03,2.43557e+01
8.34716e-03,2.34567e+01
8.40411e-03,2.25810e+01
8.46145e-03,2.17279e+01
8.51918e-03,2.08969e+01
8.57731e-03,2.00873e+01
8.63583e-03,1.92986e+01
8.69475e-03,1.85304e+01
8.75407e-03,1.77819e+01
8.81380e-03,1.70528e+01
8.87394e-03,1.63426e+01
8.93448e-03,1.56507e+01
8.99544e-03,1.49766e+01
9.05682e-03,1.43200e+01
9.11861e-03,1.36804e+01
9.18083e-03,1.30572e+01
9.24347e-03,1.24502e+01
9.30653e-03,1.18589e+01
9.37003e-03,1.12828e+01
9.43396e-03,1.07217e+01
9.49833e-03,1.01750e+01
9.56313e-03,9.64246e+00
9.62838e-03,9.12367e+00
9.69407e-03,8.61830e+00
9.76021e-03,8.12598e+00
9.82681e-03,7.64639e+00
9.89385e-03,7.17919e+00
9.96136e-03,6.72406e+00
1.00293e-02,6.28069e+00
1.00978e-02,5.84879e+00
1.01666e-02,5.42804e+00
1.02360e-02,5.01817e+00
1.03059e-02,4.61888e+00
1.03762e-02,4.22992e+00
1.04470e-02,3.85101e+00
1.05182e-02,3.48189e+00
1.05900e-02,3.12232e+00
1.06623e-02,2.77203e+00
1.07350e-02,2.43080e+00
1.08083e-02,2.09838e+00
1.08820e-02,1.77456e+00
1.09562e-02,1.45911e+00
1.10310e-02,1.15181e+00
1.11063e-02,8.52448e-01
1.11820e-02,5.60826e-01
1.12583e-02,2.76742e-01
1.13351e-02,0.00000e+00
