m1=210970.413, m2=24.072, gsp=2.200, rhosp=29.642
fGW[Hz],dPh[rad]
1.80175e-03,1.18100e+03
1.82405e-03,1.13169e+03
1.84663e-03,1.08436e+03
1.86949e-03,1.03893e+03
1.89263e-03,9.95335e+02
1.91606e-03,9.53504e+02
1.93978e-03,9.13367e+02
1.96379e-03,8.74859e+02
1.98810e-03,8.37918e+02
2.01271e-03,8.02483e+02
2.03763e-03,7.68495e+02
2.06285e-03,7.35898e+02
2.08839e-03,7.04638e+02
2.11424e-03,6.74662e+02
2.14041e-03,6.45920e+02
2.16691e-03,6.18364e+02
2.19373e-03,5.91945e+02
2.22089e-03,5.66621e+02
2.24838e-03,5.42347e+02
2.27621e-03,5.19081e+02
2.30439e-03,4.96784e+02
2.33291e-03,4.75416e+02
2.36179e-03,4.54941e+02
2.39103e-03,4.35322e+02
2.42063e-03,4.16525e+02
2.45059e-03,3.98518e+02
2.48093e-03,3.81268e+02
2.51164e-03,3.64744e+02
2.54273e-03,3.48918e+02
2.57420e-03,3.33760e+02
2.60607e-03,3.19243e+02
2.63833e-03,3.05342e+02
2.67099e-03,2.92032e+02
2.70405e-03,2.79287e+02
2.73753e-03,2.67084e+02
2.77141e-03,2.55402e+02
2.80572e-03,2.44219e+02
2.84045e-03,2.33514e+02
2.87561e-03,2.23268e+02
2.91121e-03,2.13461e+02
2.94725e-03,2.04075e+02
2.98373e-03,1.95093e+02
3.02067e-03,1.86498e+02
3.05806e-03,1.78273e+02
3.09591e-03,1.70404e+02
3.13424e-03,1.62874e+02
3.17304e-03,1.55671e+02
3.21231e-03,1.48779e+02
3.25208e-03,1.42187e+02
3.29234e-03,1.35881e+02
3.33309e-03,1.29849e+02
3.37435e-03,1.24081e+02
3.41612e-03,1.18563e+02
3.45841e-03,1.13286e+02
3.50122e-03,1.08240e+02
3.54456e-03,1.03415e+02
3.58844e-03,9.88008e+01
3.63286e-03,9.43890e+01
3.67783e-03,9.01708e+01
3.72336e-03,8.61379e+01
3.76945e-03,8.22823e+01
3.81611e-03,7.85964e+01
3.86335e-03,7.50729e+01
3.91117e-03,7.17049e+01
3.95959e-03,6.84855e+01
4.00860e-03,6.54083e+01
4.05823e-03,6.24673e+01
4.10846e-03,5.96564e+01
4.15932e-03,5.69701e+01
4.21081e-03,5.44028e+01
4.26293e-03,5.19496e+01
4.31570e-03,4.96053e+01
4.36913e-03,4.73652e+01
4.42321e-03,4.52248e+01
4.47797e-03,4.31797e+01
4.53340e-03,4.12258e+01
4.58952e-03,3.93590e+01
4.64633e-03,3.75755e+01
4.70385e-03,3.58717e+01
4.76207e-03,3.42440e+01
4.82102e-03,3.26891e+01
4.88070e-03,3.12039e+01
4.94112e-03,2.97852e+01
5.00228e-03,2.84301e+01
5.06421e-03,2.71357e+01
5.12690e-03,2.58995e+01
5.19036e-03,2.47188e+01
5.25461e-03,2.35911e+01
5.31966e-03,2.25142e+01
5.38551e-03,2.14857e+01
5.45218e-03,2.05036e+01
5.51967e-03,1.95657e+01
5.58799e-03,1.86700e+01
5.65717e-03,1.78148e+01
5.72720e-03,1.69982e+01
5.79809e-03,1.62185e+01
5.86987e-03,1.54739e+01
5.94253e-03,1.47631e+01
6.01609e-03,1.40844e+01
6.09056e-03,1.34364e+01
6.16596e-03,1.28177e+01
6.24228e-03,1.22271e+01
6.31956e-03,1.16632e+01
6.39779e-03,1.11249e+01
6.47698e-03,1.06111e+01
6.55716e-03,1.01205e+01
6.63833e-03,9.65224e+00
6.72051e-03,9.20523e+00
6.80370e-03,8.77854e+00
6.88792e-03,8.37125e+00
6.97318e-03,7.98249e+00
7.05950e-03,7.61141e+00
7.14689e-03,7.25723e+00
7.23536e-03,6.91918e+00
7.32493e-03,6.59652e+00
7.41560e-03,6.28858e+00
7.50740e-03,5.99467e+00
7.60033e-03,5.71417e+00
7.69442e-03,5.44646e+00
7.78966e-03,5.19097e+00
7.88609e-03,4.94715e+00
7.98371e-03,4.71447e+00
8.08254e-03,4.49241e+00
8.18259e-03,4.28051e+00
8.28388e-03,4.07829e+00
8.38643e-03,3.88532e+00
8.49024e-03,3.70118e+00
8.59534e-03,3.52546e+00
8.70174e-03,3.35779e+00
8.80946e-03,3.19780e+00
8.91851e-03,3.04513e+00
9.02891e-03,2.89946e+00
9.14068e-03,2.76046e+00
9.25383e-03,2.62784e+00
9.36838e-03,2.50129e+00
9.48435e-03,2.38055e+00
9.60176e-03,2.26535e+00
9.72062e-03,2.15543e+00
9.84095e-03,2.05056e+00
9.96277e-03,1.95051e+00
1.00861e-02,1.85505e+00
1.02109e-02,1.76397e+00
1.03373e-02,1.67708e+00
1.04653e-02,1.59418e+00
1.05949e-02,1.51509e+00
1.07260e-02,1.43963e+00
1.08588e-02,1.36765e+00
1.09932e-02,1.29897e+00
1.11293e-02,1.23346e+00
1.12671e-02,1.17096e+00
1.14065e-02,1.11133e+00
1.15477e-02,1.05445e+00
1.16907e-02,1.00019e+00
1.18354e-02,9.48426e-01
1.19819e-02,8.99046e-01
1.21302e-02,8.51941e-01
1.22804e-02,8.07005e-01
1.24324e-02,7.64140e-01
1.25863e-02,7.23251e-01
1.27421e-02,6.84245e-01
1.28998e-02,6.47038e-01
1.30595e-02,6.11547e-01
1.32212e-02,5.77692e-01
1.33848e-02,5.45398e-01
1.35505e-02,5.14594e-01
1.37183e-02,4.85211e-01
1.38881e-02,4.57183e-01
1.40600e-02,4.30449e-01
1.42341e-02,4.04949e-01
1.44103e-02,3.80626e-01
1.45886e-02,3.57425e-01
1.47692e-02,3.35296e-01
1.49521e-02,3.14188e-01
1.51372e-02,2.94056e-01
1.53245e-02,2.74853e-01
1.55142e-02,2.56537e-01
1.57063e-02,2.39067e-01
1.59007e-02,2.22405e-01
1.60975e-02,2.06512e-01
1.62968e-02,1.91354e-01
1.64985e-02,1.76897e-01
1.67028e-02,1.63107e-01
1.69095e-02,1.49955e-01
1.71189e-02,1.37412e-01
1.73308e-02,1.25448e-01
1.75453e-02,1.14037e-01
1.77625e-02,1.03154e-01
1.79824e-02,9.27744e-02
1.82050e-02,8.28749e-02
1.84303e-02,7.34332e-02
1.86585e-02,6.44284e-02
1.88894e-02,5.58402e-02
1.91233e-02,4.76494e-02
1.93600e-02,3.98376e-02
1.95997e-02,3.23873e-02
1.98423e-02,2.52818e-02
2.00879e-02,1.85051e-02
2.03366e-02,1.20422e-02
2.05883e-02,5.87842e-03
2.08432e-02,0.00000e+00
