m1=552084.712, m2=11.358, gsp=2.196, rhosp=14.363
fGW[Hz],dPh[rad]
1.87744e-03,2.67588e+02
1.89112e-03,2.60201e+02
1.90490e-03,2.53016e+02
1.91879e-03,2.46028e+02
1.93277e-03,2.39232e+02
1.94686e-03,2.32623e+02
1.96105e-03,2.26194e+02
1.97534e-03,2.19942e+02
1.98974e-03,2.13862e+02
2.00424e-03,2.07948e+02
2.01885e-03,2.02197e+02
2.03356e-03,1.96603e+02
2.04838e-03,1.91163e+02
2.06331e-03,1.85873e+02
2.07835e-03,1.80727e+02
2.09349e-03,1.75723e+02
2.10875e-03,1.70857e+02
2.12412e-03,1.66123e+02
2.13960e-03,1.61520e+02
2.15520e-03,1.57044e+02
2.17090e-03,1.52690e+02
2.18673e-03,1.48456e+02
2.20266e-03,1.44339e+02
2.21872e-03,1.40334e+02
2.23489e-03,1.36440e+02
2.25117e-03,1.32652e+02
2.26758e-03,1.28969e+02
2.28411e-03,1.25387e+02
2.30076e-03,1.21903e+02
2.31752e-03,1.18516e+02
2.33441e-03,1.15221e+02
2.35143e-03,1.12017e+02
2.36857e-03,1.08901e+02
2.38583e-03,1.05871e+02
2.40322e-03,1.02924e+02
2.42073e-03,1.00058e+02
2.43837e-03,9.72713e+01
2.45615e-03,9.45611e+01
2.47405e-03,9.19254e+01
2.49208e-03,8.93623e+01
2.51024e-03,8.68697e+01
2.52854e-03,8.44457e+01
2.54696e-03,8.20885e+01
2.56553e-03,7.97961e+01
2.58422e-03,7.75669e+01
2.60306e-03,7.53990e+01
2.62203e-03,7.32909e+01
2.64114e-03,7.12407e+01
2.66039e-03,6.92471e+01
2.67978e-03,6.73083e+01
2.69931e-03,6.54230e+01
2.71898e-03,6.35895e+01
2.73880e-03,6.18066e+01
2.75876e-03,6.00728e+01
2.77887e-03,5.83868e+01
2.79912e-03,5.67472e+01
2.81952e-03,5.51528e+01
2.84007e-03,5.36023e+01
2.86077e-03,5.20946e+01
2.88162e-03,5.06284e+01
2.90262e-03,4.92026e+01
2.92377e-03,4.78162e+01
2.94508e-03,4.64679e+01
2.96655e-03,4.51568e+01
2.98817e-03,4.38819e+01
3.00995e-03,4.26421e+01
3.03188e-03,4.14365e+01
3.05398e-03,4.02641e+01
3.07624e-03,3.91241e+01
3.09866e-03,3.80155e+01
3.12124e-03,3.69375e+01
3.14399e-03,3.58892e+01
3.16690e-03,3.48698e+01
3.18998e-03,3.38785e+01
3.21323e-03,3.29146e+01
3.23665e-03,3.19773e+01
3.26024e-03,3.10658e+01
3.28400e-03,3.01795e+01
3.30794e-03,2.93176e+01
3.33205e-03,2.84795e+01
3.35633e-03,2.76646e+01
3.38079e-03,2.68721e+01
3.40543e-03,2.61015e+01
3.43025e-03,2.53522e+01
3.45525e-03,2.46235e+01
3.48043e-03,2.39150e+01
3.50580e-03,2.32260e+01
3.53135e-03,2.25560e+01
3.55709e-03,2.19045e+01
3.58301e-03,2.12710e+01
3.60913e-03,2.06550e+01
3.63543e-03,2.00560e+01
3.66193e-03,1.94736e+01
3.68861e-03,1.89072e+01
3.71550e-03,1.83564e+01
3.74258e-03,1.78209e+01
3.76985e-03,1.73001e+01
3.79733e-03,1.67938e+01
3.82500e-03,1.63014e+01
3.85288e-03,1.58226e+01
3.88096e-03,1.53570e+01
3.90925e-03,1.49043e+01
3.93774e-03,1.44641e+01
3.96644e-03,1.40361e+01
3.99535e-03,1.36199e+01
4.02446e-03,1.32152e+01
4.05380e-03,1.28216e+01
4.08334e-03,1.24390e+01
4.11310e-03,1.20669e+01
4.14308e-03,1.17050e+01
4.17327e-03,1.13532e+01
4.20369e-03,1.10111e+01
4.23433e-03,1.06785e+01
4.26519e-03,1.03550e+01
4.29627e-03,1.00405e+01
4.32758e-03,9.73467e+00
4.35912e-03,9.43730e+00
4.39089e-03,9.14814e+00
4.42290e-03,8.86697e+00
4.45513e-03,8.59357e+00
4.48760e-03,8.32773e+00
4.52031e-03,8.06924e+00
4.55325e-03,7.81789e+00
4.58644e-03,7.57349e+00
4.61986e-03,7.33584e+00
4.65353e-03,7.10476e+00
4.68745e-03,6.88007e+00
4.72161e-03,6.66159e+00
4.75602e-03,6.44916e+00
4.79069e-03,6.24259e+00
4.82560e-03,6.04173e+00
4.86077e-03,5.84643e+00
4.89620e-03,5.65653e+00
4.93188e-03,5.47187e+00
4.96783e-03,5.29233e+00
5.00403e-03,5.11774e+00
5.04050e-03,4.94799e+00
5.07724e-03,4.78293e+00
5.11424e-03,4.62243e+00
5.15152e-03,4.46637e+00
5.18906e-03,4.31462e+00
5.22688e-03,4.16708e+00
5.26498e-03,4.02361e+00
5.30335e-03,3.88411e+00
5.34200e-03,3.74847e+00
5.38093e-03,3.61657e+00
5.42015e-03,3.48833e+00
5.45965e-03,3.36364e+00
5.49944e-03,3.24239e+00
5.53953e-03,3.12449e+00
5.57990e-03,3.00986e+00
5.62057e-03,2.89840e+00
5.66153e-03,2.79002e+00
5.70279e-03,2.68464e+00
5.74435e-03,2.58217e+00
5.78622e-03,2.48254e+00
5.82839e-03,2.38566e+00
5.87087e-03,2.29147e+00
5.91366e-03,2.19988e+00
5.95676e-03,2.11082e+00
6.00017e-03,2.02423e+00
6.04390e-03,1.94003e+00
6.08795e-03,1.85816e+00
6.13232e-03,1.77856e+00
6.17701e-03,1.70116e+00
6.22203e-03,1.62590e+00
6.26738e-03,1.55272e+00
6.31306e-03,1.48157e+00
6.35907e-03,1.41239e+00
6.40541e-03,1.34512e+00
6.45210e-03,1.27971e+00
6.49912e-03,1.21611e+00
6.54649e-03,1.15427e+00
6.59420e-03,1.09415e+00
6.64226e-03,1.03568e+00
6.69067e-03,9.78839e-01
6.73943e-03,9.23567e-01
6.78855e-03,8.69824e-01
6.83803e-03,8.17569e-01
6.88786e-03,7.66759e-01
6.93806e-03,7.17356e-01
6.98863e-03,6.69320e-01
7.03957e-03,6.22613e-01
7.09087e-03,5.77199e-01
7.14255e-03,5.33042e-01
7.19461e-03,4.90107e-01
7.24704e-03,4.48360e-01
7.29986e-03,4.07769e-01
7.35306e-03,3.68301e-01
7.40665e-03,3.29926e-01
7.46063e-03,2.92613e-01
7.51501e-03,2.56332e-01
7.56978e-03,2.21056e-01
7.62495e-03,1.86756e-01
7.68052e-03,1.53406e-01
7.73650e-03,1.20978e-01
7.79288e-03,8.94485e-02
7.84968e-03,5.87915e-02
7.90689e-03,2.89832e-02
7.96452e-03,0.00000e+00
