m1=738855.959, m2=43.683, gsp=2.051, rhosp=133.440
fGW[Hz],dPh[rad]
1.05331e-03,4.45334e+01
1.06252e-03,4.30607e+01
1.07181e-03,4.16361e+01
1.08117e-03,4.02581e+01
1.09062e-03,3.89252e+01
1.10015e-03,3.76360e+01
1.10977e-03,3.63890e+01
1.11947e-03,3.51828e+01
1.12925e-03,3.40161e+01
1.13912e-03,3.28878e+01
1.14908e-03,3.17964e+01
1.15912e-03,3.07409e+01
1.16925e-03,2.97200e+01
1.17947e-03,2.87327e+01
1.18978e-03,2.77778e+01
1.20018e-03,2.68544e+01
1.21067e-03,2.59613e+01
1.22125e-03,2.50976e+01
1.23192e-03,2.42623e+01
1.24269e-03,2.34545e+01
1.25355e-03,2.26734e+01
1.26450e-03,2.19180e+01
1.27556e-03,2.11875e+01
1.28670e-03,2.04811e+01
1.29795e-03,1.97981e+01
1.30929e-03,1.91375e+01
1.32074e-03,1.84988e+01
1.33228e-03,1.78812e+01
1.34392e-03,1.72840e+01
1.35567e-03,1.67066e+01
1.36752e-03,1.61482e+01
1.37947e-03,1.56083e+01
1.39153e-03,1.50863e+01
1.40369e-03,1.45816e+01
1.41596e-03,1.40936e+01
1.42833e-03,1.36217e+01
1.44081e-03,1.31655e+01
1.45341e-03,1.27244e+01
1.46611e-03,1.22980e+01
1.47892e-03,1.18856e+01
1.49185e-03,1.14870e+01
1.50489e-03,1.11016e+01
1.51804e-03,1.07290e+01
1.53131e-03,1.03688e+01
1.54469e-03,1.00205e+01
1.55819e-03,9.68382e+00
1.57181e-03,9.35832e+00
1.58555e-03,9.04365e+00
1.59940e-03,8.73944e+00
1.61338e-03,8.44535e+00
1.62748e-03,8.16105e+00
1.64171e-03,7.88621e+00
1.65605e-03,7.62052e+00
1.67053e-03,7.36368e+00
1.68513e-03,7.11539e+00
1.69986e-03,6.87538e+00
1.71471e-03,6.64337e+00
1.72970e-03,6.41909e+00
1.74482e-03,6.20229e+00
1.76007e-03,5.99272e+00
1.77545e-03,5.79014e+00
1.79097e-03,5.59433e+00
1.80662e-03,5.40505e+00
1.82241e-03,5.22208e+00
1.83834e-03,5.04523e+00
1.85440e-03,4.87428e+00
1.87061e-03,4.70905e+00
1.88696e-03,4.54933e+00
1.90345e-03,4.39495e+00
1.92009e-03,4.24574e+00
1.93687e-03,4.10151e+00
1.95380e-03,3.96210e+00
1.97087e-03,3.82736e+00
1.98810e-03,3.69713e+00
2.00547e-03,3.57125e+00
2.02300e-03,3.44958e+00
2.04068e-03,3.33199e+00
2.05852e-03,3.21834e+00
2.07651e-03,3.10849e+00
2.09465e-03,3.00232e+00
2.11296e-03,2.89971e+00
2.13143e-03,2.80053e+00
2.15006e-03,2.70468e+00
2.16885e-03,2.61204e+00
2.18780e-03,2.52251e+00
2.20692e-03,2.43597e+00
2.22621e-03,2.35234e+00
2.24567e-03,2.27152e+00
2.26530e-03,2.19340e+00
2.28509e-03,2.11791e+00
2.30507e-03,2.04495e+00
2.32521e-03,1.97444e+00
2.34553e-03,1.90629e+00
2.36603e-03,1.84043e+00
2.38671e-03,1.77679e+00
2.40757e-03,1.71528e+00
2.42861e-03,1.65583e+00
2.44984e-03,1.59839e+00
2.47125e-03,1.54287e+00
2.49285e-03,1.48922e+00
2.51464e-03,1.43737e+00
2.53661e-03,1.38726e+00
2.55878e-03,1.33884e+00
2.58115e-03,1.29204e+00
2.60371e-03,1.24682e+00
2.62646e-03,1.20312e+00
2.64942e-03,1.16089e+00
2.67257e-03,1.12008e+00
2.69593e-03,1.08064e+00
2.71949e-03,1.04253e+00
2.74326e-03,1.00570e+00
2.76724e-03,9.70110e-01
2.79142e-03,9.35718e-01
2.81582e-03,9.02484e-01
2.84043e-03,8.70368e-01
2.86525e-03,8.39333e-01
2.89029e-03,8.09343e-01
2.91555e-03,7.80363e-01
2.94104e-03,7.52359e-01
2.96674e-03,7.25298e-01
2.99267e-03,6.99149e-01
3.01882e-03,6.73880e-01
3.04521e-03,6.49463e-01
3.07182e-03,6.25868e-01
3.09867e-03,6.03069e-01
3.12575e-03,5.81037e-01
3.15307e-03,5.59749e-01
3.18063e-03,5.39177e-01
3.20843e-03,5.19300e-01
3.23647e-03,5.00092e-01
3.26475e-03,4.81532e-01
3.29329e-03,4.63597e-01
3.32207e-03,4.46268e-01
3.35110e-03,4.29523e-01
3.38039e-03,4.13342e-01
3.40994e-03,3.97708e-01
3.43974e-03,3.82600e-01
3.46980e-03,3.68003e-01
3.50013e-03,3.53897e-01
3.53072e-03,3.40268e-01
3.56158e-03,3.27099e-01
3.59270e-03,3.14374e-01
3.62410e-03,3.02078e-01
3.65578e-03,2.90198e-01
3.68773e-03,2.78718e-01
3.71996e-03,2.67626e-01
3.75247e-03,2.56908e-01
3.78527e-03,2.46553e-01
3.81835e-03,2.36546e-01
3.85172e-03,2.26878e-01
3.88538e-03,2.17536e-01
3.91934e-03,2.08510e-01
3.95360e-03,1.99788e-01
3.98815e-03,1.91361e-01
4.02301e-03,1.83219e-01
4.05817e-03,1.75352e-01
4.09363e-03,1.67750e-01
4.12941e-03,1.60405e-01
4.16550e-03,1.53309e-01
4.20191e-03,1.46452e-01
4.23863e-03,1.39826e-01
4.27568e-03,1.33425e-01
4.31305e-03,1.27240e-01
4.35074e-03,1.21264e-01
4.38877e-03,1.15490e-01
4.42712e-03,1.09911e-01
4.46582e-03,1.04521e-01
4.50485e-03,9.93126e-02
4.54422e-03,9.42805e-02
4.58393e-03,8.94185e-02
4.62400e-03,8.47208e-02
4.66441e-03,8.01820e-02
4.70518e-03,7.57967e-02
4.74630e-03,7.15596e-02
4.78778e-03,6.74657e-02
4.82963e-03,6.35103e-02
4.87184e-03,5.96887e-02
4.91441e-03,5.59963e-02
4.95737e-03,5.24288e-02
5.00069e-03,4.89819e-02
5.04440e-03,4.56516e-02
5.08848e-03,4.24340e-02
5.13296e-03,3.93251e-02
5.17782e-03,3.63215e-02
5.22307e-03,3.34194e-02
5.26872e-03,3.06156e-02
5.31477e-03,2.79065e-02
5.36122e-03,2.52892e-02
5.40808e-03,2.27604e-02
5.45534e-03,2.03171e-02
5.50302e-03,1.79565e-02
5.55112e-03,1.56758e-02
5.59963e-03,1.34723e-02
5.64857e-03,1.13433e-02
5.69794e-03,9.28637e-03
5.74774e-03,7.29905e-03
5.79797e-03,5.37899e-03
5.84865e-03,3.52392e-03
5.89976e-03,1.73163e-03
5.95132e-03,0.00000e+00
