m1=37413.421, m2=11.605, gsp=2.012, rhosp=581.985
fGW[Hz],dPh[rad]
3.65027e-03,1.98100e+02
3.71452e-03,1.88787e+02
3.77989e-03,1.79888e+02
3.84642e-03,1.71385e+02
3.91412e-03,1.63263e+02
3.98301e-03,1.55503e+02
4.05311e-03,1.48092e+02
4.12445e-03,1.41014e+02
4.19704e-03,1.34255e+02
4.27091e-03,1.27802e+02
4.34608e-03,1.21641e+02
4.42257e-03,1.15761e+02
4.50041e-03,1.10148e+02
4.57962e-03,1.04791e+02
4.66022e-03,9.96797e+01
4.74224e-03,9.48032e+01
4.82571e-03,9.01512e+01
4.91064e-03,8.57141e+01
4.99707e-03,8.14825e+01
5.08502e-03,7.74474e+01
5.17452e-03,7.36003e+01
5.26560e-03,6.99330e+01
5.35827e-03,6.64375e+01
5.45258e-03,6.31063e+01
5.54855e-03,5.99322e+01
5.64620e-03,5.69081e+01
5.74558e-03,5.40276e+01
5.84670e-03,5.12841e+01
5.94961e-03,4.86716e+01
6.05432e-03,4.61842e+01
6.16088e-03,4.38163e+01
6.26932e-03,4.15626e+01
6.37966e-03,3.94178e+01
6.49194e-03,3.73772e+01
6.60620e-03,3.54359e+01
6.72248e-03,3.35894e+01
6.84079e-03,3.18335e+01
6.96119e-03,3.01639e+01
7.08371e-03,2.85767e+01
7.20839e-03,2.70681e+01
7.33526e-03,2.56345e+01
7.46436e-03,2.42724e+01
7.59574e-03,2.29785e+01
7.72943e-03,2.17495e+01
7.86547e-03,2.05825e+01
8.00390e-03,1.94746e+01
8.14478e-03,1.84228e+01
8.28813e-03,1.74247e+01
8.43400e-03,1.64775e+01
8.58244e-03,1.55790e+01
8.73350e-03,1.47267e+01
8.88721e-03,1.39185e+01
9.04363e-03,1.31522e+01
9.20280e-03,1.24258e+01
9.36477e-03,1.17374e+01
9.52960e-03,1.10850e+01
9.69732e-03,1.04670e+01
9.86800e-03,9.88163e+00
1.00417e-02,9.32727e+00
1.02184e-02,8.80241e+00
1.03983e-02,8.30556e+00
1.05813e-02,7.83533e+00
1.07675e-02,7.39039e+00
1.09570e-02,6.96946e+00
1.11499e-02,6.57132e+00
1.13461e-02,6.19482e+00
1.15458e-02,5.83886e+00
1.17490e-02,5.50237e+00
1.19558e-02,5.18437e+00
1.21662e-02,4.88389e+00
1.23804e-02,4.60002e+00
1.25983e-02,4.33191e+00
1.28200e-02,4.07873e+00
1.30456e-02,3.83969e+00
1.32752e-02,3.61405e+00
1.35089e-02,3.40110e+00
1.37467e-02,3.20016e+00
1.39886e-02,3.01061e+00
1.42348e-02,2.83181e+00
1.44853e-02,2.66321e+00
1.47403e-02,2.50424e+00
1.49997e-02,2.35439e+00
1.52637e-02,2.21316e+00
1.55324e-02,2.08008e+00
1.58058e-02,1.95469e+00
1.60839e-02,1.83659e+00
1.63670e-02,1.72536e+00
1.66551e-02,1.62063e+00
1.69482e-02,1.52203e+00
1.72465e-02,1.42923e+00
1.75501e-02,1.34188e+00
1.78590e-02,1.25970e+00
1.81733e-02,1.18239e+00
1.84931e-02,1.10966e+00
1.88186e-02,1.04127e+00
1.91498e-02,9.76961e-01
1.94869e-02,9.16501e-01
1.98299e-02,8.59670e-01
2.01789e-02,8.06258e-01
2.05340e-02,7.56067e-01
2.08954e-02,7.08911e-01
2.12632e-02,6.64614e-01
2.16374e-02,6.23007e-01
2.20183e-02,5.83935e-01
2.24058e-02,5.47246e-01
2.28002e-02,5.12803e-01
2.32014e-02,4.80470e-01
2.36098e-02,4.50125e-01
2.40253e-02,4.21647e-01
2.44482e-02,3.94927e-01
2.48785e-02,3.69859e-01
2.53164e-02,3.46343e-01
2.57619e-02,3.24288e-01
2.62154e-02,3.03604e-01
2.66768e-02,2.84209e-01
2.71463e-02,2.66024e-01
2.76241e-02,2.48977e-01
2.81103e-02,2.32998e-01
2.86050e-02,2.18022e-01
2.91085e-02,2.03987e-01
2.96208e-02,1.90836e-01
3.01421e-02,1.78515e-01
3.06726e-02,1.66972e-01
3.12125e-02,1.56160e-01
3.17618e-02,1.46033e-01
3.23209e-02,1.36549e-01
3.28897e-02,1.27667e-01
3.34686e-02,1.19351e-01
3.40577e-02,1.11565e-01
3.46571e-02,1.04276e-01
3.52671e-02,9.74533e-02
3.58878e-02,9.10670e-02
3.65194e-02,8.50900e-02
3.71622e-02,7.94966e-02
3.78162e-02,7.42625e-02
3.84818e-02,6.93651e-02
3.91591e-02,6.47831e-02
3.98483e-02,6.04965e-02
4.05497e-02,5.64866e-02
4.12634e-02,5.27358e-02
4.19896e-02,4.92276e-02
4.27287e-02,4.59466e-02
4.34807e-02,4.28782e-02
4.42460e-02,4.00090e-02
4.50247e-02,3.73261e-02
4.58172e-02,3.48175e-02
4.66236e-02,3.24722e-02
4.74442e-02,3.02797e-02
4.82792e-02,2.82300e-02
4.91289e-02,2.63141e-02
4.99936e-02,2.45232e-02
5.08735e-02,2.28494e-02
5.17689e-02,2.12850e-02
5.26801e-02,1.98230e-02
5.36073e-02,1.84568e-02
5.45508e-02,1.71801e-02
5.55109e-02,1.59871e-02
5.64879e-02,1.48724e-02
5.74821e-02,1.38310e-02
5.84938e-02,1.28580e-02
5.95233e-02,1.19490e-02
6.05710e-02,1.10997e-02
6.16370e-02,1.03065e-02
6.27219e-02,9.56543e-03
6.38258e-02,8.87325e-03
6.49492e-02,8.22673e-03
6.60923e-02,7.62287e-03
6.72555e-02,7.05889e-03
6.84393e-02,6.53216e-03
6.96438e-02,6.04025e-03
7.08696e-02,5.58087e-03
7.21169e-02,5.15188e-03
7.33862e-02,4.75129e-03
7.46778e-02,4.37722e-03
7.59922e-02,4.02794e-03
7.73297e-02,3.70181e-03
7.86907e-02,3.39730e-03
8.00757e-02,3.11299e-03
8.14851e-02,2.84754e-03
8.29192e-02,2.59972e-03
8.43786e-02,2.36836e-03
8.58637e-02,2.15236e-03
8.73750e-02,1.95072e-03
8.89128e-02,1.76249e-03
9.04777e-02,1.58677e-03
9.20701e-02,1.42275e-03
9.36906e-02,1.26963e-03
9.53396e-02,1.12671e-03
9.70176e-02,9.93311e-04
9.87252e-02,8.68792e-04
1.00463e-01,7.52570e-04
1.02231e-01,6.44093e-04
1.04030e-01,5.42847e-04
1.05861e-01,4.48352e-04
1.07724e-01,3.60159e-04
1.09620e-01,2.77849e-04
1.11550e-01,2.01032e-04
1.13513e-01,1.29342e-04
1.15511e-01,6.24372e-05
1.17544e-01,0.00000e+00
