m1=732680.551, m2=9.915, gsp=2.241, rhosp=466.812
fGW[Hz],dPh[rad]
1.84063e-03,9.78200e+02
1.85160e-03,9.55987e+02
1.86263e-03,9.34273e+02
1.87372e-03,9.13046e+02
1.88488e-03,8.92296e+02
1.89611e-03,8.72010e+02
1.90741e-03,8.52180e+02
1.91877e-03,8.32794e+02
1.93020e-03,8.13844e+02
1.94169e-03,7.95319e+02
1.95326e-03,7.77209e+02
1.96490e-03,7.59505e+02
1.97660e-03,7.42199e+02
1.98837e-03,7.25282e+02
2.00022e-03,7.08744e+02
2.01213e-03,6.92577e+02
2.02412e-03,6.76773e+02
2.03618e-03,6.61323e+02
2.04831e-03,6.46221e+02
2.06051e-03,6.31457e+02
2.07278e-03,6.17025e+02
2.08513e-03,6.02916e+02
2.09755e-03,5.89125e+02
2.11004e-03,5.75643e+02
2.12261e-03,5.62464e+02
2.13526e-03,5.49580e+02
2.14797e-03,5.36986e+02
2.16077e-03,5.24675e+02
2.17364e-03,5.12640e+02
2.18659e-03,5.00875e+02
2.19961e-03,4.89375e+02
2.21272e-03,4.78133e+02
2.22590e-03,4.67143e+02
2.23916e-03,4.56400e+02
2.25249e-03,4.45898e+02
2.26591e-03,4.35633e+02
2.27941e-03,4.25598e+02
2.29299e-03,4.15788e+02
2.30664e-03,4.06198e+02
2.32039e-03,3.96824e+02
2.33421e-03,3.87661e+02
2.34811e-03,3.78703e+02
2.36210e-03,3.69947e+02
2.37617e-03,3.61387e+02
2.39032e-03,3.53020e+02
2.40456e-03,3.44841e+02
2.41888e-03,3.36845e+02
2.43329e-03,3.29029e+02
2.44779e-03,3.21389e+02
2.46237e-03,3.13920e+02
2.47704e-03,3.06620e+02
2.49179e-03,2.99483e+02
2.50663e-03,2.92507e+02
2.52157e-03,2.85687e+02
2.53659e-03,2.79021e+02
2.55170e-03,2.72504e+02
2.56690e-03,2.66134e+02
2.58219e-03,2.59908e+02
2.59757e-03,2.53821e+02
2.61304e-03,2.47871e+02
2.62861e-03,2.42054e+02
2.64426e-03,2.36369e+02
2.66001e-03,2.30811e+02
2.67586e-03,2.25378e+02
2.69180e-03,2.20067e+02
2.70783e-03,2.14876e+02
2.72396e-03,2.09802e+02
2.74019e-03,2.04841e+02
2.75651e-03,1.99992e+02
2.77293e-03,1.95252e+02
2.78945e-03,1.90619e+02
2.80607e-03,1.86090e+02
2.82278e-03,1.81662e+02
2.83960e-03,1.77334e+02
2.85651e-03,1.73104e+02
2.87353e-03,1.68969e+02
2.89064e-03,1.64926e+02
2.90786e-03,1.60975e+02
2.92518e-03,1.57112e+02
2.94261e-03,1.53336e+02
2.96014e-03,1.49646e+02
2.97777e-03,1.46038e+02
2.99551e-03,1.42511e+02
3.01335e-03,1.39064e+02
3.03130e-03,1.35694e+02
3.04936e-03,1.32400e+02
3.06752e-03,1.29180e+02
3.08579e-03,1.26032e+02
3.10417e-03,1.22956e+02
3.12266e-03,1.19948e+02
3.14127e-03,1.17008e+02
3.15998e-03,1.14135e+02
3.17880e-03,1.11326e+02
3.19774e-03,1.08580e+02
3.21678e-03,1.05896e+02
3.23595e-03,1.03272e+02
3.25522e-03,1.00707e+02
3.27461e-03,9.82001e+01
3.29412e-03,9.57495e+01
3.31374e-03,9.33541e+01
3.33348e-03,9.10125e+01
3.35334e-03,8.87236e+01
3.37331e-03,8.64862e+01
3.39340e-03,8.42992e+01
3.41362e-03,8.21613e+01
3.43395e-03,8.00716e+01
3.45441e-03,7.80289e+01
3.47498e-03,7.60321e+01
3.49568e-03,7.40803e+01
3.51651e-03,7.21724e+01
3.53745e-03,7.03075e+01
3.55853e-03,6.84845e+01
3.57972e-03,6.67025e+01
3.60105e-03,6.49606e+01
3.62250e-03,6.32580e+01
3.64407e-03,6.15936e+01
3.66578e-03,5.99667e+01
3.68762e-03,5.83764e+01
3.70958e-03,5.68220e+01
3.73168e-03,5.53025e+01
3.75391e-03,5.38171e+01
3.77627e-03,5.23653e+01
3.79876e-03,5.09461e+01
