m1=354584.735, m2=10.196, gsp=2.315, rhosp=12.522
fGW[Hz],dPh[rad]
2.18387e-03,3.67198e+03
2.20301e-03,3.55409e+03
2.22232e-03,3.43994e+03
2.24180e-03,3.32944e+03
2.26145e-03,3.22246e+03
2.28127e-03,3.11889e+03
2.30127e-03,3.01863e+03
2.32144e-03,2.92156e+03
2.34179e-03,2.82760e+03
2.36231e-03,2.73663e+03
2.38302e-03,2.64856e+03
2.40391e-03,2.56331e+03
2.42498e-03,2.48079e+03
2.44623e-03,2.40090e+03
2.46767e-03,2.32357e+03
2.48930e-03,2.24870e+03
2.51112e-03,2.17623e+03
2.53313e-03,2.10608e+03
2.55534e-03,2.03818e+03
2.57773e-03,1.97245e+03
2.60033e-03,1.90882e+03
2.62312e-03,1.84723e+03
2.64611e-03,1.78761e+03
2.66931e-03,1.72990e+03
2.69270e-03,1.67404e+03
2.71630e-03,1.61997e+03
2.74011e-03,1.56764e+03
2.76413e-03,1.51698e+03
2.78836e-03,1.46795e+03
2.81280e-03,1.42049e+03
2.83745e-03,1.37455e+03
2.86232e-03,1.33008e+03
2.88741e-03,1.28705e+03
2.91272e-03,1.24539e+03
2.93825e-03,1.20507e+03
2.96400e-03,1.16605e+03
2.98998e-03,1.12828e+03
3.01619e-03,1.09172e+03
3.04263e-03,1.05634e+03
3.06930e-03,1.02209e+03
3.09620e-03,9.88950e+02
3.12334e-03,9.56870e+02
3.15072e-03,9.25823e+02
3.17833e-03,8.95773e+02
3.20619e-03,8.66690e+02
3.23429e-03,8.38543e+02
3.26264e-03,8.11301e+02
3.29124e-03,7.84935e+02
3.32009e-03,7.59419e+02
3.34919e-03,7.34723e+02
3.37854e-03,7.10823e+02
3.40816e-03,6.87692e+02
3.43803e-03,6.65306e+02
3.46817e-03,6.43641e+02
3.49856e-03,6.22674e+02
3.52923e-03,6.02382e+02
3.56016e-03,5.82744e+02
3.59137e-03,5.63739e+02
3.62285e-03,5.45347e+02
3.65460e-03,5.27547e+02
3.68663e-03,5.10321e+02
3.71895e-03,4.93651e+02
3.75155e-03,4.77518e+02
3.78443e-03,4.61905e+02
3.81760e-03,4.46796e+02
3.85106e-03,4.32175e+02
3.88482e-03,4.18025e+02
3.91887e-03,4.04332e+02
3.95322e-03,3.91080e+02
3.98787e-03,3.78257e+02
4.02282e-03,3.65847e+02
4.05808e-03,3.53838e+02
4.09365e-03,3.42216e+02
4.12953e-03,3.30970e+02
4.16573e-03,3.20087e+02
4.20224e-03,3.09556e+02
4.23907e-03,2.99364e+02
4.27623e-03,2.89502e+02
4.31371e-03,2.79958e+02
4.35152e-03,2.70723e+02
4.38966e-03,2.61786e+02
4.42814e-03,2.53138e+02
4.46695e-03,2.44770e+02
4.50610e-03,2.36672e+02
4.54560e-03,2.28836e+02
4.58544e-03,2.21253e+02
4.62564e-03,2.13915e+02
4.66618e-03,2.06814e+02
4.70708e-03,1.99943e+02
4.74834e-03,1.93295e+02
4.78996e-03,1.86861e+02
4.83194e-03,1.80635e+02
4.87429e-03,1.74611e+02
4.91702e-03,1.68782e+02
4.96012e-03,1.63141e+02
5.00359e-03,1.57683e+02
5.04745e-03,1.52402e+02
5.09169e-03,1.47291e+02
5.13632e-03,1.42346e+02
5.18134e-03,1.37560e+02
5.22675e-03,1.32930e+02
5.27257e-03,1.28450e+02
5.31878e-03,1.24114e+02
5.36540e-03,1.19919e+02
5.41243e-03,1.15860e+02
5.45987e-03,1.11932e+02
5.50773e-03,1.08132e+02
5.55600e-03,1.04454e+02
5.60470e-03,1.00896e+02
5.65383e-03,9.74527e+01
5.70338e-03,9.41211e+01
5.75337e-03,9.08974e+01
5.80380e-03,8.77782e+01
5.85467e-03,8.47600e+01
5.90599e-03,8.18396e+01
5.95776e-03,7.90138e+01
6.00998e-03,7.62795e+01
6.06266e-03,7.36339e+01
6.11579e-03,7.10740e+01
6.16940e-03,6.85971e+01
6.22348e-03,6.62005e+01
6.27803e-03,6.38815e+01
6.33305e-03,6.16377e+01
6.38856e-03,5.94666e+01
6.44456e-03,5.73660e+01
6.50105e-03,5.53334e+01
6.55803e-03,5.33667e+01
6.61551e-03,5.14638e+01
6.67350e-03,4.96226e+01
6.73199e-03,4.78410e+01
6.79100e-03,4.61173e+01
6.85052e-03,4.44495e+01
6.91057e-03,4.28357e+01
6.97114e-03,4.12743e+01
7.03224e-03,3.97635e+01
7.09388e-03,3.83017e+01
7.15606e-03,3.68874e+01
7.21878e-03,3.55189e+01
7.28205e-03,3.41948e+01
7.34588e-03,3.29137e+01
7.41027e-03,3.16741e+01
7.47522e-03,3.04748e+01
7.54074e-03,2.93143e+01
7.60684e-03,2.81915e+01
7.67351e-03,2.71052e+01
7.74077e-03,2.60541e+01
7.80862e-03,2.50371e+01
7.87706e-03,2.40531e+01
7.94611e-03,2.31010e+01
8.01575e-03,2.21799e+01
8.08601e-03,2.12886e+01
8.15689e-03,2.04262e+01
8.22838e-03,1.95919e+01
8.30051e-03,1.87846e+01
8.37326e-03,1.80036e+01
8.44665e-03,1.72478e+01
8.52069e-03,1.65167e+01
8.59537e-03,1.58092e+01
8.67071e-03,1.51247e+01
8.74671e-03,1.44625e+01
8.82338e-03,1.38217e+01
8.90072e-03,1.32018e+01
8.97873e-03,1.26020e+01
9.05743e-03,1.20216e+01
9.13682e-03,1.14601e+01
9.21691e-03,1.09168e+01
9.29769e-03,1.03912e+01
9.37919e-03,9.88264e+00
9.46140e-03,9.39059e+00
9.54433e-03,8.91452e+00
9.62799e-03,8.45392e+00
9.71238e-03,8.00827e+00
9.79751e-03,7.57709e+00
9.88338e-03,7.15992e+00
9.97001e-03,6.75630e+00
1.00574e-02,6.36579e+00
1.01456e-02,5.98796e+00
1.02345e-02,5.62240e+00
1.03242e-02,5.26872e+00
1.04147e-02,4.92653e+00
1.05060e-02,4.59545e+00
1.05980e-02,4.27513e+00
1.06909e-02,3.96521e+00
1.07846e-02,3.66536e+00
1.08792e-02,3.37525e+00
1.09745e-02,3.09457e+00
1.10707e-02,2.82300e+00
1.11678e-02,2.56026e+00
1.12657e-02,2.30606e+00
1.13644e-02,2.06011e+00
1.14640e-02,1.82216e+00
1.15645e-02,1.59193e+00
1.16659e-02,1.36919e+00
1.17681e-02,1.15369e+00
1.18713e-02,9.45182e-01
1.19753e-02,7.43455e-01
1.20803e-02,5.48282e-01
1.21862e-02,3.59452e-01
1.22930e-02,1.76757e-01
1.24007e-02,0.00000e+00
