m1=185679.537, m2=8.042, gsp=2.474, rhosp=3605.000
fGW[Hz],dPh[rad]
2.80616e-03,3.54117e+05
2.83640e-03,3.40871e+05
2.86697e-03,3.28114e+05
2.89786e-03,3.15826e+05
2.92908e-03,3.03992e+05
2.96065e-03,2.92595e+05
2.99255e-03,2.81620e+05
3.02480e-03,2.71050e+05
3.05739e-03,2.60871e+05
3.09034e-03,2.51070e+05
3.12364e-03,2.41632e+05
3.15729e-03,2.32544e+05
3.19132e-03,2.23793e+05
3.22570e-03,2.15367e+05
3.26046e-03,2.07254e+05
3.29560e-03,1.99444e+05
3.33111e-03,1.91923e+05
3.36700e-03,1.84683e+05
3.40328e-03,1.77713e+05
3.43996e-03,1.71003e+05
3.47702e-03,1.64543e+05
3.51449e-03,1.58324e+05
3.55236e-03,1.52338e+05
3.59064e-03,1.46575e+05
3.62933e-03,1.41028e+05
3.66844e-03,1.35689e+05
3.70797e-03,1.30549e+05
3.74792e-03,1.25602e+05
3.78831e-03,1.20841e+05
3.82913e-03,1.16258e+05
3.87039e-03,1.11847e+05
3.91210e-03,1.07601e+05
3.95425e-03,1.03515e+05
3.99686e-03,9.95830e+04
4.03993e-03,9.57985e+04
4.08346e-03,9.21564e+04
4.12747e-03,8.86514e+04
4.17194e-03,8.52784e+04
4.21690e-03,8.20325e+04
4.26234e-03,7.89089e+04
4.30827e-03,7.59031e+04
4.35469e-03,7.30106e+04
4.40161e-03,7.02274e+04
4.44904e-03,6.75493e+04
4.49698e-03,6.49723e+04
4.54544e-03,6.24927e+04
4.59442e-03,6.01068e+04
4.64393e-03,5.78112e+04
4.69397e-03,5.56024e+04
4.74455e-03,5.34772e+04
4.79568e-03,5.14325e+04
4.84735e-03,4.94653e+04
4.89959e-03,4.75726e+04
4.95238e-03,4.57516e+04
5.00575e-03,4.39997e+04
5.05969e-03,4.23143e+04
5.11421e-03,4.06928e+04
5.16932e-03,3.91328e+04
5.22502e-03,3.76321e+04
5.28132e-03,3.61884e+04
5.33823e-03,3.47996e+04
5.39575e-03,3.34636e+04
5.45389e-03,3.21783e+04
5.51266e-03,3.09419e+04
5.57207e-03,2.97526e+04
5.63211e-03,2.86085e+04
5.69280e-03,2.75080e+04
5.75414e-03,2.64494e+04
5.81614e-03,2.54311e+04
5.87882e-03,2.44516e+04
5.94216e-03,2.35095e+04
6.00619e-03,2.26032e+04
6.07091e-03,2.17315e+04
6.13633e-03,2.08931e+04
6.20245e-03,2.00866e+04
6.26929e-03,1.93109e+04
6.33684e-03,1.85648e+04
6.40513e-03,1.78473e+04
6.47415e-03,1.71571e+04
6.54391e-03,1.64932e+04
6.61442e-03,1.58548e+04
6.68570e-03,1.52407e+04
6.75774e-03,1.46501e+04
6.83056e-03,1.40821e+04
6.90416e-03,1.35358e+04
6.97856e-03,1.30104e+04
7.05376e-03,1.25051e+04
7.12976e-03,1.20192e+04
7.20659e-03,1.15518e+04
7.28425e-03,1.11023e+04
7.36274e-03,1.06701e+04
7.44208e-03,1.02544e+04
7.52227e-03,9.85456e+03
7.60333e-03,9.47009e+03
7.68526e-03,9.10035e+03
7.76807e-03,8.74477e+03
7.85178e-03,8.40283e+03
7.93638e-03,8.07399e+03
8.02190e-03,7.75777e+03
8.10834e-03,7.45367e+03
8.19571e-03,7.16123e+03
8.28403e-03,6.88001e+03
8.37329e-03,6.60958e+03
8.46352e-03,6.34953e+03
8.55472e-03,6.09946e+03
8.64690e-03,5.85899e+03
8.74008e-03,5.62775e+03
8.83426e-03,5.40539e+03
8.92945e-03,5.19157e+03
9.02567e-03,4.98596e+03
9.12293e-03,4.78825e+03
9.22123e-03,4.59813e+03
9.32060e-03,4.41532e+03
9.42103e-03,4.23953e+03
9.52255e-03,4.07050e+03
9.62516e-03,3.90797e+03
9.72888e-03,3.75169e+03
9.83371e-03,3.60141e+03
9.93967e-03,3.45691e+03
1.00468e-02,3.31797e+03
1.01550e-02,3.18438e+03
1.02645e-02,3.05592e+03
1.03751e-02,2.93240e+03
1.04869e-02,2.81364e+03
1.05999e-02,2.69944e+03
1.07141e-02,2.58964e+03
1.08295e-02,2.48407e+03
1.09462e-02,2.38256e+03
1.10642e-02,2.28496e+03
1.11834e-02,2.19111e+03
1.13039e-02,2.10088e+03
1.14257e-02,2.01412e+03
1.15488e-02,1.93070e+03
1.16733e-02,1.85050e+03
1.17991e-02,1.77339e+03
1.19262e-02,1.69924e+03
1.20547e-02,1.62795e+03
1.21846e-02,1.55941e+03
1.23159e-02,1.49351e+03
1.24486e-02,1.43015e+03
1.25828e-02,1.36923e+03
1.27184e-02,1.31066e+03
1.28554e-02,1.25434e+03
1.29939e-02,1.20020e+03
1.31339e-02,1.14814e+03
1.32755e-02,1.09809e+03
1.34185e-02,1.04997e+03
1.35631e-02,1.00370e+03
1.37093e-02,9.59224e+02
1.38570e-02,9.16458e+02
1.40063e-02,8.75342e+02
1.41572e-02,8.35811e+02
1.43098e-02,7.97805e+02
1.44640e-02,7.61265e+02
1.46198e-02,7.26134e+02
1.47774e-02,6.92359e+02
1.49366e-02,6.59886e+02
1.50976e-02,6.28667e+02
1.52603e-02,5.98652e+02
1.54247e-02,5.69795e+02
1.55909e-02,5.42052e+02
1.57589e-02,5.15380e+02
1.59287e-02,4.89736e+02
1.61004e-02,4.65083e+02
1.62738e-02,4.41381e+02
1.64492e-02,4.18594e+02
1.66265e-02,3.96687e+02
1.68056e-02,3.75625e+02
1.69867e-02,3.55376e+02
1.71697e-02,3.35909e+02
1.73548e-02,3.17194e+02
1.75418e-02,2.99201e+02
1.77308e-02,2.81903e+02
1.79218e-02,2.65273e+02
1.81150e-02,2.49286e+02
1.83102e-02,2.33915e+02
1.85075e-02,2.19138e+02
