m1=295742.565, m2=68.973, gsp=2.318, rhosp=15.992
fGW[Hz],dPh[rad]
1.11581e-03,5.88979e+03
1.13042e-03,5.65293e+03
1.14523e-03,5.42506e+03
1.16023e-03,5.20586e+03
1.17543e-03,4.99502e+03
1.19083e-03,4.79224e+03
1.20642e-03,4.59724e+03
1.22223e-03,4.40974e+03
1.23824e-03,4.22948e+03
1.25446e-03,4.05619e+03
1.27089e-03,3.88963e+03
1.28754e-03,3.72954e+03
1.30440e-03,3.57570e+03
1.32149e-03,3.42789e+03
1.33880e-03,3.28587e+03
1.35633e-03,3.14943e+03
1.37410e-03,3.01838e+03
1.39210e-03,2.89251e+03
1.41033e-03,2.77164e+03
1.42881e-03,2.65557e+03
1.44752e-03,2.54413e+03
1.46648e-03,2.43714e+03
1.48569e-03,2.33445e+03
1.50515e-03,2.23588e+03
1.52487e-03,2.14128e+03
1.54484e-03,2.05050e+03
1.56508e-03,1.96341e+03
1.58558e-03,1.87984e+03
1.60635e-03,1.79968e+03
1.62739e-03,1.72279e+03
1.64871e-03,1.64904e+03
1.67030e-03,1.57832e+03
1.69218e-03,1.51051e+03
1.71435e-03,1.44549e+03
1.73680e-03,1.38315e+03
1.75955e-03,1.32340e+03
1.78260e-03,1.26612e+03
1.80595e-03,1.21123e+03
1.82961e-03,1.15863e+03
1.85357e-03,1.10822e+03
1.87785e-03,1.05992e+03
1.90245e-03,1.01366e+03
1.92737e-03,9.69334e+02
1.95262e-03,9.26880e+02
1.97819e-03,8.86219e+02
2.00410e-03,8.47280e+02
2.03036e-03,8.09992e+02
2.05695e-03,7.74289e+02
2.08389e-03,7.40108e+02
2.11119e-03,7.07385e+02
2.13884e-03,6.76061e+02
2.16686e-03,6.46080e+02
2.19524e-03,6.17387e+02
2.22400e-03,5.89927e+02
2.25313e-03,5.63652e+02
2.28264e-03,5.38510e+02
2.31254e-03,5.14457e+02
2.34284e-03,4.91446e+02
2.37352e-03,4.69434e+02
2.40461e-03,4.48380e+02
2.43611e-03,4.28243e+02
2.46802e-03,4.08985e+02
2.50035e-03,3.90569e+02
2.53310e-03,3.72960e+02
2.56628e-03,3.56123e+02
2.59990e-03,3.40026e+02
2.63395e-03,3.24638e+02
2.66845e-03,3.09928e+02
2.70341e-03,2.95867e+02
2.73882e-03,2.82428e+02
2.77470e-03,2.69585e+02
2.81104e-03,2.57311e+02
2.84786e-03,2.45582e+02
2.88517e-03,2.34375e+02
2.92296e-03,2.23668e+02
2.96124e-03,2.13438e+02
3.00003e-03,2.03665e+02
3.03933e-03,1.94330e+02
3.07914e-03,1.85412e+02
3.11947e-03,1.76895e+02
3.16034e-03,1.68760e+02
3.20173e-03,1.60991e+02
3.24367e-03,1.53572e+02
3.28616e-03,1.46487e+02
