m1=43735.228, m2=32.608, gsp=2.067, rhosp=1891.577
fGW[Hz],dPh[rad]
2.38313e-03,3.66778e+02
2.42837e-03,3.49904e+02
2.47447e-03,3.33776e+02
2.52145e-03,3.18364e+02
2.56931e-03,3.03635e+02
2.61809e-03,2.89561e+02
2.66779e-03,2.76113e+02
2.71844e-03,2.63265e+02
2.77005e-03,2.50989e+02
2.82264e-03,2.39262e+02
2.87622e-03,2.28060e+02
2.93083e-03,2.17360e+02
2.98647e-03,2.07139e+02
3.04316e-03,1.97379e+02
3.10093e-03,1.88058e+02
3.15980e-03,1.79157e+02
3.21979e-03,1.70658e+02
3.28092e-03,1.62543e+02
3.34320e-03,1.54797e+02
3.40667e-03,1.47402e+02
3.47135e-03,1.40343e+02
3.53725e-03,1.33606e+02
3.60440e-03,1.27177e+02
3.67283e-03,1.21042e+02
3.74256e-03,1.15187e+02
3.81361e-03,1.09602e+02
3.88601e-03,1.04274e+02
3.95978e-03,9.91912e+01
4.03495e-03,9.43434e+01
4.11155e-03,8.97201e+01
4.18961e-03,8.53113e+01
4.26915e-03,8.11076e+01
4.35019e-03,7.70999e+01
4.43278e-03,7.32794e+01
4.51693e-03,6.96379e+01
4.60269e-03,6.61673e+01
4.69007e-03,6.28600e+01
4.77910e-03,5.97088e+01
4.86983e-03,5.67066e+01
4.96228e-03,5.38468e+01
5.05649e-03,5.11229e+01
5.15249e-03,4.85289e+01
5.25030e-03,4.60589e+01
5.34998e-03,4.37073e+01
5.45154e-03,4.14687e+01
5.55504e-03,3.93381e+01
5.66050e-03,3.73104e+01
5.76796e-03,3.53810e+01
5.87746e-03,3.35454e+01
5.98904e-03,3.17994e+01
6.10274e-03,3.01388e+01
6.21860e-03,2.85597e+01
6.33665e-03,2.70583e+01
6.45695e-03,2.56310e+01
6.57953e-03,2.42745e+01
6.70444e-03,2.29853e+01
6.83172e-03,2.17605e+01
6.96142e-03,2.05970e+01
7.09358e-03,1.94918e+01
7.22824e-03,1.84423e+01
7.36547e-03,1.74459e+01
7.50530e-03,1.65000e+01
7.64778e-03,1.56023e+01
7.79297e-03,1.47504e+01
7.94092e-03,1.39422e+01
8.09167e-03,1.31756e+01
8.24529e-03,1.24485e+01
8.40182e-03,1.17591e+01
8.56132e-03,1.11056e+01
8.72385e-03,1.04863e+01
8.88947e-03,9.89934e+00
9.05823e-03,9.34330e+00
9.23020e-03,8.81662e+00
9.40543e-03,8.31786e+00
9.58399e-03,7.84563e+00
9.76593e-03,7.39864e+00
9.95133e-03,6.97561e+00
1.01403e-02,6.57536e+00
1.03328e-02,6.19674e+00
1.05289e-02,5.83866e+00
1.07288e-02,5.50009e+00
1.09325e-02,5.18003e+00
1.11400e-02,4.87754e+00
1.13515e-02,4.59173e+00
1.15670e-02,4.32173e+00
1.17866e-02,4.06673e+00
1.20104e-02,3.82595e+00
1.22384e-02,3.59865e+00
1.24707e-02,3.38413e+00
1.27075e-02,3.18172e+00
1.29487e-02,2.99077e+00
1.31946e-02,2.81068e+00
1.34450e-02,2.64088e+00
1.37003e-02,2.48081e+00
1.39604e-02,2.32996e+00
1.42254e-02,2.18781e+00
1.44955e-02,2.05391e+00
1.47707e-02,1.92781e+00
1.50511e-02,1.80907e+00
1.53368e-02,1.69730e+00
1.56280e-02,1.59211e+00
1.59247e-02,1.49313e+00
1.62270e-02,1.40003e+00
1.65350e-02,1.31247e+00
1.68490e-02,1.23013e+00
1.71688e-02,1.15274e+00
1.74948e-02,1.08001e+00
1.78269e-02,1.01166e+00
1.81653e-02,9.47460e-01
1.85102e-02,8.87163e-01
1.88616e-02,8.30546e-01
1.92197e-02,7.77395e-01
1.95845e-02,7.27509e-01
1.99563e-02,6.80699e-01
2.03352e-02,6.36783e-01
2.07213e-02,5.95593e-01
2.11146e-02,5.56965e-01
2.15155e-02,5.20750e-01
2.19239e-02,4.86803e-01
2.23402e-02,4.54988e-01
2.27643e-02,4.25178e-01
2.31964e-02,3.97252e-01
2.36368e-02,3.71096e-01
2.40855e-02,3.46603e-01
2.45428e-02,3.23671e-01
2.50087e-02,3.02205e-01
