m1=14420.433, m2=4.274, gsp=2.201, rhosp=1619.431
fGW[Hz],dPh[rad]
6.73805e-03,1.16678e+04
6.86838e-03,1.11151e+04
7.00123e-03,1.05871e+04
7.13665e-03,1.00829e+04
7.27469e-03,9.60139e+03
7.41540e-03,9.14161e+03
7.55884e-03,8.70262e+03
7.70504e-03,8.28354e+03
7.85408e-03,7.88351e+03
8.00600e-03,7.50169e+03
8.16085e-03,7.13731e+03
8.31870e-03,6.78959e+03
8.47961e-03,6.45783e+03
8.64363e-03,6.14133e+03
8.81082e-03,5.83942e+03
8.98124e-03,5.55147e+03
9.15496e-03,5.27686e+03
9.33204e-03,5.01501e+03
9.51255e-03,4.76536e+03
9.69655e-03,4.52738e+03
9.88410e-03,4.30055e+03
1.00753e-02,4.08438e+03
1.02702e-02,3.87840e+03
1.04688e-02,3.68215e+03
1.06713e-02,3.49521e+03
1.08777e-02,3.31716e+03
1.10881e-02,3.14760e+03
1.13026e-02,2.98616e+03
1.15212e-02,2.83247e+03
1.17441e-02,2.68618e+03
1.19712e-02,2.54696e+03
1.22028e-02,2.41448e+03
1.24388e-02,2.28846e+03
1.26794e-02,2.16858e+03
1.29247e-02,2.05458e+03
1.31747e-02,1.94618e+03
1.34295e-02,1.84312e+03
1.36893e-02,1.74517e+03
1.39540e-02,1.65209e+03
1.42240e-02,1.56365e+03
1.44991e-02,1.47963e+03
1.47795e-02,1.39983e+03
1.50654e-02,1.32406e+03
1.53568e-02,1.25213e+03
1.56538e-02,1.18385e+03
1.59566e-02,1.11905e+03
1.62653e-02,1.05757e+03
1.65799e-02,9.99253e+02
1.69006e-02,9.43945e+02
1.72275e-02,8.91504e+02
1.75607e-02,8.41791e+02
1.79004e-02,7.94675e+02
1.82466e-02,7.50031e+02
1.85996e-02,7.07737e+02
1.89593e-02,6.67681e+02
1.93260e-02,6.29751e+02
1.96999e-02,5.93844e+02
2.00809e-02,5.59860e+02
2.04693e-02,5.27702e+02
2.08653e-02,4.97281e+02
2.12688e-02,4.68509e+02
2.16802e-02,4.41303e+02
2.20996e-02,4.15584e+02
2.25270e-02,3.91277e+02
2.29628e-02,3.68310e+02
2.34069e-02,3.46614e+02
2.38597e-02,3.26124e+02
2.43212e-02,3.06777e+02
2.47916e-02,2.88515e+02
2.52712e-02,2.71280e+02
2.57600e-02,2.55020e+02
2.62582e-02,2.39682e+02
2.67661e-02,2.25218e+02
2.72839e-02,2.11581e+02
2.78116e-02,1.98727e+02
2.83496e-02,1.86615e+02
2.88979e-02,1.75204e+02
2.94569e-02,1.64456e+02
3.00266e-02,1.54335e+02
3.06074e-02,1.44808e+02
3.11995e-02,1.35841e+02
3.18029e-02,1.27403e+02
3.24181e-02,1.19465e+02
3.30451e-02,1.11999e+02
3.36843e-02,1.04980e+02
3.43359e-02,9.83807e+01
3.50000e-02,9.21787e+01
3.56770e-02,8.63511e+01
3.63671e-02,8.08767e+01
3.70705e-02,7.57351e+01
3.77875e-02,7.09073e+01
3.85185e-02,6.63751e+01
3.92635e-02,6.21214e+01
4.00230e-02,5.81299e+01
4.07971e-02,5.43853e+01
4.15862e-02,5.08731e+01
4.23906e-02,4.75796e+01
4.32106e-02,4.44918e+01
4.40464e-02,4.15974e+01
4.48983e-02,3.88849e+01
4.57668e-02,3.63435e+01
4.66520e-02,3.39627e+01
4.75544e-02,3.17329e+01
4.84742e-02,2.96448e+01
4.94118e-02,2.76900e+01
5.03676e-02,2.58601e+01
5.13418e-02,2.41476e+01
5.23349e-02,2.25453e+01
5.33472e-02,2.10462e+01
5.43791e-02,1.96440e+01
5.54309e-02,1.83327e+01
5.65031e-02,1.71065e+01
5.75960e-02,1.59602e+01
5.87101e-02,1.48888e+01
5.98457e-02,1.38874e+01
6.10032e-02,1.29517e+01
6.21832e-02,1.20775e+01
6.33860e-02,1.12608e+01
6.46120e-02,1.04981e+01
6.58618e-02,9.78582e+00
6.71357e-02,9.12076e+00
6.84343e-02,8.49986e+00
6.97580e-02,7.92028e+00
7.11073e-02,7.37934e+00
7.24827e-02,6.87453e+00
7.38847e-02,6.40351e+00
7.53138e-02,5.96406e+00
7.67706e-02,5.55412e+00
7.82555e-02,5.17175e+00
7.97692e-02,4.81515e+00
8.13121e-02,4.48262e+00
8.28849e-02,4.17256e+00
8.44881e-02,3.88349e+00
8.61223e-02,3.61402e+00
8.77882e-02,3.36285e+00
8.94862e-02,3.12876e+00
9.12171e-02,2.91060e+00
9.29815e-02,2.70732e+00
9.47800e-02,2.51792e+00
9.66133e-02,2.34146e+00
9.84820e-02,2.17709e+00
1.00387e-01,2.02397e+00
1.02329e-01,1.88136e+00
1.04308e-01,1.74855e+00
1.06326e-01,1.62487e+00
1.08382e-01,1.50970e+00
1.10479e-01,1.40247e+00
1.12615e-01,1.30264e+00
1.14794e-01,1.20970e+00
1.17014e-01,1.12319e+00
1.19278e-01,1.04266e+00
1.21585e-01,9.67706e-01
1.23936e-01,8.97949e-01
1.26334e-01,8.33031e-01
1.28777e-01,7.72620e-01
1.31268e-01,7.16407e-01
1.33807e-01,6.64104e-01
1.36395e-01,6.15441e-01
1.39034e-01,5.70167e-01
1.41723e-01,5.28049e-01
1.44464e-01,4.88869e-01
1.47259e-01,4.52424e-01
1.50107e-01,4.18524e-01
1.53010e-01,3.86994e-01
1.55970e-01,3.57669e-01
1.58987e-01,3.30396e-01
1.62062e-01,3.05033e-01
1.65197e-01,2.81447e-01
1.68392e-01,2.59515e-01
1.71649e-01,2.39121e-01
1.74969e-01,2.20158e-01
1.78354e-01,2.02527e-01
1.81803e-01,1.86134e-01
1.85320e-01,1.70894e-01
1.88905e-01,1.56725e-01
1.92558e-01,1.43553e-01
1.96283e-01,1.31308e-01
2.00080e-01,1.19925e-01
2.03950e-01,1.09344e-01
2.07895e-01,9.95092e-02
2.11916e-01,9.03674e-02
2.16015e-01,8.18703e-02
2.20193e-01,7.39727e-02
2.24452e-01,6.66325e-02
2.28794e-01,5.98105e-02
2.33219e-01,5.34704e-02
2.37730e-01,4.75782e-02
2.42329e-01,4.21024e-02
2.47016e-01,3.70137e-02
2.51794e-01,3.22849e-02
2.56664e-01,2.78905e-02
2.61629e-01,2.38071e-02
2.66689e-01,2.00127e-02
2.71848e-01,1.64869e-02
2.77106e-01,1.32108e-02
2.82466e-01,1.01667e-02
2.87929e-01,7.33829e-03
2.93499e-01,4.71031e-03
2.99176e-01,2.26860e-03
3.04963e-01,0.00000e+00
