m1=526143.483, m2=4.739, gsp=2.230, rhosp=524.064
fGW[Hz],dPh[rad]
2.63734e-03,9.80181e+02
2.65267e-03,9.58365e+02
2.66809e-03,9.37028e+02
2.68359e-03,9.16160e+02
2.69919e-03,8.95750e+02
2.71488e-03,8.75789e+02
2.73066e-03,8.56266e+02
2.74653e-03,8.37172e+02
2.76250e-03,8.18498e+02
2.77856e-03,8.00234e+02
2.79471e-03,7.82372e+02
2.81095e-03,7.64902e+02
2.82729e-03,7.47816e+02
2.84372e-03,7.31105e+02
2.86025e-03,7.14762e+02
2.87688e-03,6.98778e+02
2.89360e-03,6.83145e+02
2.91042e-03,6.67856e+02
2.92734e-03,6.52903e+02
2.94435e-03,6.38278e+02
2.96147e-03,6.23975e+02
2.97868e-03,6.09987e+02
2.99599e-03,5.96306e+02
3.01341e-03,5.82926e+02
3.03092e-03,5.69840e+02
3.04854e-03,5.57041e+02
3.06626e-03,5.44524e+02
3.08408e-03,5.32282e+02
3.10201e-03,5.20310e+02
3.12004e-03,5.08600e+02
3.13818e-03,4.97148e+02
3.15642e-03,4.85948e+02
3.17476e-03,4.74994e+02
3.19322e-03,4.64281e+02
3.21178e-03,4.53804e+02
3.23045e-03,4.43557e+02
3.24922e-03,4.33535e+02
3.26811e-03,4.23734e+02
3.28711e-03,4.14148e+02
3.30621e-03,4.04773e+02
3.32543e-03,3.95605e+02
3.34476e-03,3.86638e+02
3.36420e-03,3.77868e+02
3.38375e-03,3.69291e+02
3.40342e-03,3.60903e+02
3.42321e-03,3.52699e+02
3.44310e-03,3.44675e+02
3.46312e-03,3.36829e+02
3.48325e-03,3.29154e+02
3.50349e-03,3.21649e+02
3.52386e-03,3.14309e+02
3.54434e-03,3.07130e+02
3.56494e-03,3.00109e+02
3.58566e-03,2.93242e+02
3.60650e-03,2.86527e+02
3.62747e-03,2.79959e+02
3.64855e-03,2.73536e+02
3.66976e-03,2.67254e+02
3.69109e-03,2.61111e+02
3.71254e-03,2.55102e+02
3.73412e-03,2.49226e+02
3.75583e-03,2.43479e+02
3.77766e-03,2.37859e+02
3.79962e-03,2.32362e+02
3.82170e-03,2.26986e+02
3.84392e-03,2.21728e+02
3.86626e-03,2.16586e+02
3.88873e-03,2.11558e+02
3.91134e-03,2.06640e+02
3.93407e-03,2.01830e+02
3.95694e-03,1.97126e+02
3.97994e-03,1.92525e+02
4.00307e-03,1.88026e+02
4.02634e-03,1.83626e+02
4.04974e-03,1.79323e+02
4.07328e-03,1.75114e+02
4.09696e-03,1.70998e+02
4.12077e-03,1.66973e+02
4.14472e-03,1.63036e+02
4.16881e-03,1.59186e+02
4.19305e-03,1.55420e+02
4.21742e-03,1.51738e+02
4.24193e-03,1.48136e+02
4.26659e-03,1.44614e+02
4.29139e-03,1.41169e+02
4.31633e-03,1.37800e+02
4.34142e-03,1.34506e+02
4.36666e-03,1.31283e+02
4.39204e-03,1.28132e+02
4.41757e-03,1.25050e+02
4.44324e-03,1.22036e+02
4.46907e-03,1.19089e+02
4.49505e-03,1.16206e+02
4.52117e-03,1.13386e+02
4.54745e-03,1.10629e+02
