m1=18110.263, m2=10.359, gsp=2.442, rhosp=6907.887
fGW[Hz],dPh[rad]
4.56682e-03,5.03494e+05
4.65892e-03,4.81321e+05
4.75289e-03,4.60079e+05
4.84875e-03,4.39729e+05
4.94654e-03,4.20237e+05
5.04631e-03,4.01565e+05
5.14809e-03,3.83682e+05
5.25192e-03,3.66555e+05
5.35785e-03,3.50154e+05
5.46591e-03,3.34448e+05
5.57615e-03,3.19410e+05
5.68861e-03,3.05011e+05
5.80335e-03,2.91227e+05
5.92039e-03,2.78031e+05
6.03980e-03,2.65400e+05
6.16162e-03,2.53311e+05
6.28589e-03,2.41741e+05
6.41267e-03,2.30669e+05
6.54201e-03,2.20075e+05
6.67395e-03,2.09938e+05
6.80856e-03,2.00241e+05
6.94588e-03,1.90964e+05
7.08597e-03,1.82091e+05
7.22889e-03,1.73605e+05
7.37469e-03,1.65490e+05
7.52343e-03,1.57731e+05
7.67517e-03,1.50312e+05
7.82997e-03,1.43220e+05
7.98789e-03,1.36440e+05
8.14900e-03,1.29961e+05
8.31335e-03,1.23769e+05
8.48103e-03,1.17853e+05
8.65208e-03,1.12201e+05
8.82658e-03,1.06801e+05
9.00460e-03,1.01644e+05
9.18622e-03,9.67186e+04
9.37149e-03,9.20156e+04
9.56051e-03,8.75255e+04
9.75333e-03,8.32392e+04
9.95005e-03,7.91481e+04
1.01507e-02,7.52440e+04
1.03555e-02,7.15188e+04
1.05643e-02,6.79650e+04
1.07774e-02,6.45751e+04
1.09948e-02,6.13422e+04
1.12165e-02,5.82595e+04
1.14427e-02,5.53205e+04
1.16735e-02,5.25191e+04
1.19090e-02,4.98492e+04
1.21492e-02,4.73052e+04
1.23942e-02,4.48815e+04
1.26442e-02,4.25730e+04
1.28992e-02,4.03745e+04
1.31593e-02,3.82812e+04
1.34248e-02,3.62885e+04
1.36955e-02,3.43920e+04
1.39717e-02,3.25873e+04
1.42535e-02,3.08704e+04
1.45410e-02,2.92373e+04
1.48343e-02,2.76843e+04
1.51335e-02,2.62078e+04
1.54387e-02,2.48043e+04
1.57501e-02,2.34705e+04
1.60678e-02,2.22032e+04
1.63918e-02,2.09995e+04
1.67224e-02,1.98563e+04
