m1=23516.724, m2=4.341, gsp=2.479, rhosp=91.221
fGW[Hz],dPh[rad]
5.92756e-03,9.17476e+05
6.03126e-03,8.76389e+05
6.13678e-03,8.37003e+05
6.24415e-03,7.99255e+05
6.35339e-03,7.63082e+05
6.46454e-03,7.28423e+05
6.57764e-03,6.95220e+05
6.69272e-03,6.63417e+05
6.80981e-03,6.32960e+05
6.92895e-03,6.03797e+05
7.05017e-03,5.75878e+05
7.17352e-03,5.49153e+05
7.29902e-03,5.23577e+05
7.42672e-03,4.99104e+05
7.55665e-03,4.75690e+05
7.68886e-03,4.53294e+05
7.82338e-03,4.31875e+05
7.96025e-03,4.11395e+05
8.09952e-03,3.91815e+05
8.24122e-03,3.73100e+05
8.38540e-03,3.55214e+05
8.53211e-03,3.38125e+05
8.68138e-03,3.21799e+05
8.83326e-03,3.06205e+05
8.98780e-03,2.91314e+05
9.14505e-03,2.77097e+05
9.30504e-03,2.63525e+05
9.46784e-03,2.50572e+05
9.63348e-03,2.38213e+05
9.80202e-03,2.26421e+05
9.97351e-03,2.15174e+05
1.01480e-02,2.04448e+05
1.03255e-02,1.94222e+05
1.05062e-02,1.84473e+05
1.06900e-02,1.75182e+05
1.08770e-02,1.66329e+05
1.10673e-02,1.57894e+05
1.12609e-02,1.49860e+05
1.14580e-02,1.42210e+05
1.16584e-02,1.34925e+05
1.18624e-02,1.27991e+05
1.20699e-02,1.21392e+05
1.22811e-02,1.15113e+05
1.24959e-02,1.09139e+05
1.27146e-02,1.03457e+05
1.29370e-02,9.80541e+04
1.31633e-02,9.29171e+04
1.33936e-02,8.80340e+04
1.36280e-02,8.33933e+04
1.38664e-02,7.89838e+04
1.41090e-02,7.47948e+04
1.43558e-02,7.08162e+04
1.46070e-02,6.70380e+04
1.48625e-02,6.34510e+04
1.51226e-02,6.00461e+04
1.53871e-02,5.68148e+04
1.56563e-02,5.37487e+04
1.59303e-02,5.08399e+04
1.62090e-02,4.80811e+04
1.64925e-02,4.54649e+04
1.67811e-02,4.29844e+04
1.70747e-02,4.06330e+04
1.73734e-02,3.84045e+04
1.76774e-02,3.62928e+04
1.79866e-02,3.42921e+04
1.83013e-02,3.23970e+04
1.86215e-02,3.06023e+04
1.89473e-02,2.89028e+04
1.92788e-02,2.72939e+04
1.96161e-02,2.57710e+04
1.99592e-02,2.43298e+04
2.03084e-02,2.29660e+04
2.06637e-02,2.16758e+04
2.10253e-02,2.04554e+04
2.13931e-02,1.93012e+04
2.17674e-02,1.82099e+04
2.21482e-02,1.71780e+04
2.25357e-02,1.62027e+04
2.29300e-02,1.52808e+04
2.33311e-02,1.44097e+04
2.37393e-02,1.35866e+04
2.41546e-02,1.28091e+04
2.45772e-02,1.20746e+04
2.50072e-02,1.13810e+04
2.54447e-02,1.07261e+04
2.58899e-02,1.01077e+04
2.63428e-02,9.52393e+03
2.68037e-02,8.97294e+03
2.72726e-02,8.45295e+03
2.77498e-02,7.96228e+03
2.82353e-02,7.49933e+03
2.87293e-02,7.06260e+03
2.92319e-02,6.65065e+03
2.97433e-02,6.26212e+03
3.02637e-02,5.89574e+03
3.07931e-02,5.55027e+03
3.13319e-02,5.22457e+03
3.18800e-02,4.91754e+03
3.24378e-02,4.62813e+03
3.30053e-02,4.35538e+03
3.35827e-02,4.09835e+03
3.41703e-02,3.85616e+03
3.47681e-02,3.62797e+03
3.53764e-02,3.41301e+03
